SUBZONE_N,PLN_AREA_N,REGION_C,region_pln,region_pln_subzone,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Year
ANG MO KIO TOWN CENTRE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_ANG MO KIO TOWN CENTRE,0.4698544698544699,1010,1170,1560,1080,14031.76569037657,2020-12-31
ANG MO KIO TOWN CENTRE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_ANG MO KIO TOWN CENTRE,0.466804979253112,1030,1160,1590,1030,13907.732217573222,2019-12-31
ANG MO KIO TOWN CENTRE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_ANG MO KIO TOWN CENTRE,0.4688796680497925,1050,1160,1590,1020,13743.987447698744,2018-12-31
ANG MO KIO TOWN CENTRE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_ANG MO KIO TOWN CENTRE,0.4716599190283401,1090,1260,1590,1000,13602.922448979592,2017-12-31
ANG MO KIO TOWN CENTRE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_ANG MO KIO TOWN CENTRE,0.4718875502008032,1120,1290,1600,970,13539.9797979798,2016-12-31
ANG MO KIO TOWN CENTRE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_ANG MO KIO TOWN CENTRE,0.4730538922155689,1140,1360,1580,940,13361.839357429719,2015-12-31
ANG MO KIO TOWN CENTRE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_ANG MO KIO TOWN CENTRE,0.4768611670020121,1150,1370,1560,910,13198.447154471543,2014-12-31
ANG MO KIO TOWN CENTRE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_ANG MO KIO TOWN CENTRE,0.4764826175869121,1120,1420,1490,860,12945.097308488614,2013-12-31
ANG MO KIO TOWN CENTRE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_ANG MO KIO TOWN CENTRE,0.4814814814814815,1150,1440,1460,820,12855.532091097308,2012-12-31
ANG MO KIO TOWN CENTRE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_ANG MO KIO TOWN CENTRE,0.482897384305835,1200,1510,1450,800,12897.05882352941,2011-12-31
CHENG SAN,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHENG SAN,0.4800569800569801,4300,7190,8440,8150,6985.963532356096,2020-12-31
CHENG SAN,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHENG SAN,0.4797728885734564,4340,7380,8510,7980,6986.915568222303,2019-12-31
CHENG SAN,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHENG SAN,0.4786294595549276,4460,7510,8590,7750,6973.570769776517,2018-12-31
CHENG SAN,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHENG SAN,0.4820169252468265,4630,7580,8770,7370,6980.914569301666,2017-12-31
CHENG SAN,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHENG SAN,0.4827942188575362,4900,7980,9010,7180,6979.994465582843,2016-12-31
CHENG SAN,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHENG SAN,0.4837084313066846,5160,8380,9290,6950,6974.590141796084,2015-12-31
CHENG SAN,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHENG SAN,0.4858552631578947,5400,8730,9540,6730,6957.848544973545,2014-12-31
CHENG SAN,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHENG SAN,0.4849563248139761,5590,9150,9730,6430,6931.585825747725,2013-12-31
CHENG SAN,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHENG SAN,0.4854932301740813,5660,9430,9750,6190,6878.401296596436,2012-12-31
CHENG SAN,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHENG SAN,0.4873921698739217,5530,9170,9660,5790,6732.122912491651,2011-12-31
CHONG BOON,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHONG BOON,0.4852830188679245,3770,6540,7610,8580,6783.663846153847,2020-12-31
CHONG BOON,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHONG BOON,0.4865771812080537,3920,6700,7840,8380,6751.101746393319,2019-12-31
CHONG BOON,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHONG BOON,0.4870753323485967,4050,6900,8020,8130,6707.572932330826,2018-12-31
CHONG BOON,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHONG BOON,0.4852225963337074,4110,6810,8140,7700,6623.310993975903,2017-12-31
CHONG BOON,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHONG BOON,0.4859882005899705,4280,7050,8290,7520,6602.594574507619,2016-12-31
CHONG BOON,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHONG BOON,0.4870967741935484,4560,7400,8630,7330,6609.765088543549,2015-12-31
CHONG BOON,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHONG BOON,0.487787857641312,4850,7840,8880,7090,6607.232230823364,2014-12-31
CHONG BOON,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHONG BOON,0.4912099276111686,4990,8100,9060,6860,6609.915767490428,2013-12-31
CHONG BOON,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHONG BOON,0.4894772572980312,5220,8390,9230,6630,6608.470910335387,2012-12-31
CHONG BOON,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_CHONG BOON,0.4896182183523108,5440,8730,9370,6310,6616.331192970598,2011-12-31
KEBUN BAHRU,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_KEBUN BAHRU,0.4710561201944322,3430,5450,6920,6830,8393.957123715945,2020-12-31
KEBUN BAHRU,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_KEBUN BAHRU,0.4710491946016544,3680,5510,7090,6690,8319.79234491861,2019-12-31
KEBUN BAHRU,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_KEBUN BAHRU,0.4732259468872442,3690,5550,7220,6510,8054.120651695289,2018-12-31
KEBUN BAHRU,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_KEBUN BAHRU,0.4781070322865989,3590,5550,7090,6390,7347.398119122257,2017-12-31
KEBUN BAHRU,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_KEBUN BAHRU,0.4774774774774775,3830,5840,7410,6220,7328.784194528876,2016-12-31
KEBUN BAHRU,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_KEBUN BAHRU,0.4788791300711,4110,6170,7550,6100,7294.47248094835,2015-12-31
KEBUN BAHRU,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_KEBUN BAHRU,0.4820700896495517,4300,6540,7790,5920,7249.23184818482,2014-12-31
KEBUN BAHRU,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_KEBUN BAHRU,0.4848121502797762,4560,6760,7920,5790,7234.456055083028,2013-12-31
KEBUN BAHRU,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_KEBUN BAHRU,0.4841897233201581,4700,7000,8020,5580,7255.28954745695,2012-12-31
KEBUN BAHRU,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_KEBUN BAHRU,0.4844357976653697,4880,7310,8150,5360,7259.891167192429,2011-12-31
SEMBAWANG HILLS,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SEMBAWANG HILLS,0.4679300291545189,1380,1660,2010,1800,25829.952802359883,2020-12-31
SEMBAWANG HILLS,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SEMBAWANG HILLS,0.4670571010248902,1380,1680,2050,1750,25853.784023668642,2019-12-31
SEMBAWANG HILLS,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SEMBAWANG HILLS,0.4644970414201183,1390,1660,2080,1660,25917.889552238805,2018-12-31
SEMBAWANG HILLS,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SEMBAWANG HILLS,0.4691176470588235,1450,1660,2070,1630,25934.74107142857,2017-12-31
SEMBAWANG HILLS,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SEMBAWANG HILLS,0.4688856729377714,1540,1660,2120,1580,25920.556368960468,2016-12-31
SEMBAWANG HILLS,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SEMBAWANG HILLS,0.4702467343976778,1570,1630,2160,1550,25928.451612903227,2015-12-31
SEMBAWANG HILLS,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SEMBAWANG HILLS,0.4701601164483261,1570,1650,2170,1470,25936.191176470587,2014-12-31
SEMBAWANG HILLS,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SEMBAWANG HILLS,0.4732272069464544,1680,1630,2180,1430,25928.64128843338,2013-12-31
SEMBAWANG HILLS,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SEMBAWANG HILLS,0.4703328509406657,1730,1640,2180,1350,25928.64128843338,2012-12-31
SEMBAWANG HILLS,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SEMBAWANG HILLS,0.4731494920174166,1750,1650,2180,1330,25919.746686303388,2011-12-31
SHANGRI-LA,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SHANGRI-LA,0.487468671679198,2460,3850,4810,4840,6554.833962264151,2020-12-31
SHANGRI-LA,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SHANGRI-LA,0.4881987577639752,2500,3950,4940,4720,6531.308411214954,2019-12-31
SHANGRI-LA,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SHANGRI-LA,0.4897342995169082,2640,4130,5140,4640,6475.166565717746,2018-12-31
SHANGRI-LA,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SHANGRI-LA,0.4886904761904762,2770,4150,5310,4590,6340.594982078853,2017-12-31
SHANGRI-LA,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SHANGRI-LA,0.4900624645088018,3070,4450,5560,4540,6297.887179487179,2016-12-31
SHANGRI-LA,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SHANGRI-LA,0.4913513513513513,3420,4820,5840,4450,6317.425474254743,2015-12-31
SHANGRI-LA,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SHANGRI-LA,0.4903595622720167,3700,5130,6030,4330,6269.816849816851,2014-12-31
SHANGRI-LA,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SHANGRI-LA,0.4898851831601968,3420,4850,5900,4150,6280.361141602634,2013-12-31
SHANGRI-LA,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SHANGRI-LA,0.4907306434023992,3430,4950,5990,4000,6309.5747945205485,2012-12-31
SHANGRI-LA,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_SHANGRI-LA,0.4903321764997521,3830,5550,6520,4260,6403.795714997508,2011-12-31
TAGORE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TAGORE,0.4767295597484277,1370,2080,2270,2240,24274.187902187907,2020-12-31
TAGORE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TAGORE,0.4782608695652174,1460,2120,2380,2110,24289.562025316456,2019-12-31
TAGORE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TAGORE,0.4796547472256473,1520,2180,2460,1980,24298.165621079046,2018-12-31
TAGORE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TAGORE,0.4772447724477245,1570,2190,2500,1860,24307.290726817042,2017-12-31
TAGORE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TAGORE,0.4765906362545018,1680,2310,2610,1760,24285.004901960787,2016-12-31
TAGORE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TAGORE,0.4778443113772455,1730,2290,2660,1670,24278.237745098042,2015-12-31
TAGORE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TAGORE,0.4772727272727273,1780,2280,2730,1590,24273.657282741737,2014-12-31
TAGORE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TAGORE,0.4792682926829268,1820,2230,2690,1450,24274.496894409942,2013-12-31
TAGORE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TAGORE,0.4822134387351778,1700,2020,2530,1360,24601.321668909823,2012-12-31
TAGORE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TAGORE,0.4821428571428572,1680,1920,2430,1250,24704.568627450983,2011-12-31
TOWNSVILLE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TOWNSVILLE,0.4697256385998108,3270,5010,6150,6720,7327.250829777146,2020-12-31
TOWNSVILLE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TOWNSVILLE,0.4713286713286714,3390,5170,6260,6640,7310.297613476837,2019-12-31
TOWNSVILLE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TOWNSVILLE,0.47168949771689506,3540,5470,6440,6470,7302.553620531622,2018-12-31
TOWNSVILLE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TOWNSVILLE,0.4706919347730278,3790,5860,6690,6370,7297.760283060593,2017-12-31
TOWNSVILLE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TOWNSVILLE,0.4727350794332332,4020,6200,6850,6220,7281.115417743325,2016-12-31
TOWNSVILLE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TOWNSVILLE,0.4753891459823307,4190,6530,7010,6040,7262.058227848101,2015-12-31
TOWNSVILLE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TOWNSVILLE,0.4749482401656315,4330,6850,7090,5900,7258.652535328346,2014-12-31
TOWNSVILLE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TOWNSVILLE,0.4750926307122272,4400,7020,7120,5750,7242.23305785124,2013-12-31
TOWNSVILLE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TOWNSVILLE,0.4763666255651459,4430,7210,7130,5580,7242.498555509698,2012-12-31
TOWNSVILLE,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_TOWNSVILLE,0.4776586237712243,4040,6850,6560,4950,7143.921005385996,2011-12-31
YIO CHU KANG,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG,0.0,0,0,0,0,0.0,2020-12-31
YIO CHU KANG,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG,0.0,0,0,0,0,0.0,2019-12-31
YIO CHU KANG,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG,0.0,0,0,0,0,0.0,2018-12-31
YIO CHU KANG,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG,0.0,0,0,0,0,0.0,2017-12-31
YIO CHU KANG,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG,0.0,0,0,0,0,0.0,2016-12-31
YIO CHU KANG,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG,0.0,0,0,0,0,0.0,2015-12-31
YIO CHU KANG,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG,0.0,0,0,0,0,0.0,2014-12-31
YIO CHU KANG,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG,0.0,0,0,0,0,0.0,2013-12-31
YIO CHU KANG,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG,0.0,0,0,0,0,0.0,2012-12-31
YIO CHU KANG,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG,0.0,0,0,0,0,0.0,2011-12-31
YIO CHU KANG EAST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG EAST,0.496437054631829,790,1100,1200,1100,23606.77073170732,2020-12-31
YIO CHU KANG EAST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG EAST,0.4940898345153664,820,1130,1230,1050,23605.266990291264,2019-12-31
YIO CHU KANG EAST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG EAST,0.4976076555023923,790,1140,1250,1020,23650.62561576355,2018-12-31
YIO CHU KANG EAST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG EAST,0.4962779156327544,770,1100,1200,980,23761.86224489796,2017-12-31
YIO CHU KANG EAST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG EAST,0.4962593516209477,810,1100,1240,890,23775.94897959184,2016-12-31
YIO CHU KANG EAST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG EAST,0.4950980392156863,870,1100,1310,830,23719.10776942356,2015-12-31
YIO CHU KANG EAST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG EAST,0.4952380952380953,940,1110,1360,800,23751.513513513517,2014-12-31
YIO CHU KANG EAST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG EAST,0.4962216624685138,880,1080,1300,720,23689.39018087855,2013-12-31
YIO CHU KANG EAST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG EAST,0.4974358974358975,880,1080,1270,690,23581.11345646438,2012-12-31
YIO CHU KANG EAST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG EAST,0.4947368421052632,920,1060,1260,560,23581.11345646438,2011-12-31
YIO CHU KANG NORTH,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG NORTH,0.0,0,0,0,0,0.0,2020-12-31
YIO CHU KANG NORTH,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG NORTH,0.0,0,0,0,0,0.0,2019-12-31
YIO CHU KANG NORTH,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG NORTH,0.0,0,0,0,0,0.0,2018-12-31
YIO CHU KANG NORTH,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG NORTH,0.0,0,0,0,0,0.0,2017-12-31
YIO CHU KANG NORTH,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG NORTH,0.0,0,0,0,0,0.0,2016-12-31
YIO CHU KANG NORTH,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG NORTH,0.0,0,0,0,0,0.0,2015-12-31
YIO CHU KANG NORTH,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG NORTH,0.0,0,0,0,0,0.0,2014-12-31
YIO CHU KANG NORTH,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG NORTH,0.0,0,0,0,0,0.0,2013-12-31
YIO CHU KANG NORTH,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG NORTH,0.0,0,0,0,0,0.0,2012-12-31
YIO CHU KANG NORTH,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG NORTH,0.0,0,0,0,0,0.0,2011-12-31
YIO CHU KANG WEST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG WEST,0.4770186335403727,4240,5880,7430,6610,10208.467661691542,2020-12-31
YIO CHU KANG WEST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG WEST,0.4779411764705882,4410,6010,7610,6460,10120.561604584527,2019-12-31
YIO CHU KANG WEST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG WEST,0.4779647435897436,4640,6240,7830,6270,10035.060240963856,2018-12-31
YIO CHU KANG WEST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG WEST,0.4780070066173608,4940,6590,8100,6060,9927.647150663544,2017-12-31
YIO CHU KANG WEST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG WEST,0.4792696842906048,5160,6900,8370,5870,9854.541777947348,2016-12-31
YIO CHU KANG WEST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG WEST,0.48022598870056504,5330,7140,8500,5580,9817.810207939508,2015-12-31
YIO CHU KANG WEST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG WEST,0.4810267857142857,5570,7410,8670,5240,9831.532661440837,2014-12-31
YIO CHU KANG WEST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG WEST,0.4821625597646194,5780,7650,8830,4950,9815.774086378737,2013-12-31
YIO CHU KANG WEST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG WEST,0.4814269952188305,5870,7820,8840,4670,9794.359069080163,2012-12-31
YIO CHU KANG WEST,ANG MO KIO,NER,NER_ANG MO KIO,NER_ANG MO KIO_YIO CHU KANG WEST,0.4809713664371149,6100,8160,8980,4400,9803.367540029112,2011-12-31
BAYSHORE,BEDOK,ER,ER_BEDOK,ER_BEDOK_BAYSHORE,0.4805369127516778,1760,1580,2790,1340,20844.870395634374,2020-12-31
BAYSHORE,BEDOK,ER,ER_BEDOK,ER_BEDOK_BAYSHORE,0.4788540245566166,1680,1570,2800,1290,20850.447222222218,2019-12-31
BAYSHORE,BEDOK,ER,ER_BEDOK,ER_BEDOK_BAYSHORE,0.4765193370165746,1690,1580,2720,1260,20869.960618846693,2018-12-31
BAYSHORE,BEDOK,ER,ER_BEDOK,ER_BEDOK_BAYSHORE,0.4767123287671233,1760,1690,2700,1170,20874.395543175488,2017-12-31
BAYSHORE,BEDOK,ER,ER_BEDOK,ER_BEDOK_BAYSHORE,0.474898236092266,1770,1790,2700,1130,20872.52077562327,2016-12-31
BAYSHORE,BEDOK,ER,ER_BEDOK,ER_BEDOK_BAYSHORE,0.4786096256684492,1800,1900,2680,1090,20882.53751705321,2015-12-31
BAYSHORE,BEDOK,ER,ER_BEDOK,ER_BEDOK_BAYSHORE,0.4791386271870794,1810,2010,2600,1010,20892.993122420907,2014-12-31
BAYSHORE,BEDOK,ER,ER_BEDOK,ER_BEDOK_BAYSHORE,0.4807162534435262,1760,2040,2530,930,20908.79324894515,2013-12-31
BAYSHORE,BEDOK,ER,ER_BEDOK,ER_BEDOK_BAYSHORE,0.4764621968616263,1700,2120,2340,860,20906.279883381925,2012-12-31
BAYSHORE,BEDOK,ER,ER_BEDOK,ER_BEDOK_BAYSHORE,0.48,1620,2090,2240,780,20920.284417549166,2011-12-31
BEDOK NORTH,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK NORTH,0.4850928641251222,13230,20760,24610,23260,8815.353974689766,2020-12-31
BEDOK NORTH,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK NORTH,0.4860050890585242,13740,21060,25220,22500,8777.27022417154,2019-12-31
BEDOK NORTH,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK NORTH,0.4871701767126604,14060,21290,25630,21650,8734.26838772528,2018-12-31
BEDOK NORTH,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK NORTH,0.486995943688857,14770,21860,26240,20950,8684.357588856868,2017-12-31
BEDOK NORTH,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK NORTH,0.4881516587677725,15230,22440,26540,20210,8663.713093250655,2016-12-31
BEDOK NORTH,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK NORTH,0.4886535552193646,16060,23400,27000,19480,8609.681818181818,2015-12-31
BEDOK NORTH,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK NORTH,0.4897427178964071,17130,24640,27630,18850,8582.29125770372,2014-12-31
BEDOK NORTH,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK NORTH,0.4903124650016799,17830,25190,28200,18100,8551.155234657039,2013-12-31
BEDOK NORTH,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK NORTH,0.4919982218270727,18470,25820,28410,17300,8462.147766707712,2012-12-31
BEDOK NORTH,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK NORTH,0.4925652604912436,19190,26470,28660,16490,8431.620421753607,2011-12-31
BEDOK RESERVOIR,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK RESERVOIR,0.4899882214369847,5280,6820,7960,5420,12406.950806768991,2020-12-31
BEDOK RESERVOIR,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK RESERVOIR,0.4879095163806552,5410,6950,8050,5250,12355.55355746677,2019-12-31
BEDOK RESERVOIR,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK RESERVOIR,0.4881920247773906,5550,7110,8180,5010,12244.034134988364,2018-12-31
BEDOK RESERVOIR,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK RESERVOIR,0.4887361588392517,5800,7300,8330,4760,12143.132032146956,2017-12-31
BEDOK RESERVOIR,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK RESERVOIR,0.4884792626728111,5790,7440,8270,4550,11925.845206006928,2016-12-31
BEDOK RESERVOIR,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK RESERVOIR,0.4889763779527559,5740,7340,8030,4290,11581.014996053671,2015-12-31
BEDOK RESERVOIR,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK RESERVOIR,0.4897288414133114,5640,6970,7790,3950,11444.91718170581,2014-12-31
BEDOK RESERVOIR,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK RESERVOIR,0.4901071723000824,5660,7110,7800,3680,11315.963606286186,2013-12-31
BEDOK RESERVOIR,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK RESERVOIR,0.4919491525423729,5580,7010,7630,3410,10944.57057823129,2012-12-31
BEDOK RESERVOIR,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK RESERVOIR,0.4947826086956522,5440,6990,7420,3150,10625.189354275743,2011-12-31
BEDOK SOUTH,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK SOUTH,0.4826552462526766,7580,11490,13700,13930,14164.927630157701,2020-12-31
BEDOK SOUTH,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK SOUTH,0.4843947701391818,7910,11820,14070,13620,14084.022137079606,2019-12-31
BEDOK SOUTH,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK SOUTH,0.4840658196209123,8150,12190,14450,13230,13936.962387056103,2018-12-31
BEDOK SOUTH,BEDOK,ER,ER_BEDOK,ER_BEDOK_BEDOK SOUTH,0.486320947325439,8670,12550,14880,12890,13659.180975911057,2017-12-31
